id_operacion,importe_operacion,saldo_medio_cliente,num_operaciones_30d,importe_total_30d,antiguedad_cliente_meses,score_crediticio,ratio_ingresos_deuda,num_alertas_previas,dias_desde_ultima_revision,porcentaje_operaciones_internacionales,canal_operacion,tipo_cliente,pais_riesgo,producto,segmento_riesgo_cliente,riesgo_auditoria
5764,498.32,1472.67,19,3336.87,34.0,724.0,0.203,0,47.0,0.113,cajero,empresa,bajo,tarjeta,medio,0
5765,210.93,29356.5,12,0.0,62.0,725.0,0.374,1,147.0,0.102,web,particular,bajo,transferencia,bajo,0
5766,2933.62,4774.83,21,4492.52,48.0,678.0,0.661,0,56.0,0.151,app,banca_privada,bajo,tarjeta,bajo,0
5767,1510.08,4713.3,15,16265.88,64.0,589.0,0.584,1,87.0,0.191,app,pyme,bajo,transferencia,bajo,0
5768,6021.47,7425.81,15,48594.05,106.0,540.0,0.196,0,35.0,0.081,web,particular,bajo,transferencia,bajo,0
5769,2310.55,3655.55,21,654.29,9.0,599.0,0.757,0,33.0,0.055,app,particular,bajo,tarjeta,bajo,0
5770,412.42,2564.28,15,7289.94,62.0,634.0,0.318,1,23.0,0.051,oficina,pyme,bajo,transferencia,bajo,0
5771,385.75,8331.11,16,0.0,17.0,668.0,0.518,1,63.0,0.313,oficina,particular,bajo,tarjeta,bajo,0
5772,4864.9,4242.98,24,21678.35,18.0,741.0,0.262,2,24.0,0.087,cajero,particular,bajo,transferencia,bajo,0
5773,606.81,1893.04,17,191.07,80.0,607.0,0.299,1,73.0,0.098,app,pyme,bajo,prestamo,bajo,0
5774,759.35,16134.21,17,0.0,31.0,604.0,0.266,0,323.0,0.028,web,empresa,alto,tarjeta,bajo,0
5775,563.69,505.62,12,6290.68,18.0,722.0,0.607,0,92.0,0.042,app,pyme,bajo,tarjeta,bajo,0
5776,714.94,1795.79,13,2725.68,166.0,613.0,0.293,1,67.0,0.431,app,empresa,bajo,tarjeta,alto,0
5777,1002.54,13307.08,19,5546.83,89.0,624.0,0.32,0,19.0,0.05,oficina,particular,medio,cuenta,medio,0
5778,3340.11,4474.94,17,20427.43,61.0,669.0,0.38,1,51.0,0.169,web,pyme,medio,tarjeta,bajo,0
5779,17437.33,20380.83,6,205312.88,87.0,661.0,0.067,0,200.0,0.287,oficina,particular,bajo,prestamo,bajo,0
5780,626.25,18683.86,13,403.97,26.0,583.0,0.259,1,162.0,0.367,app,pyme,bajo,tarjeta,bajo,0
5781,601.94,15497.85,19,4763.74,36.0,740.0,0.527,0,155.0,0.138,api,particular,medio,tarjeta,alto,1
5782,760.88,27021.52,17,3725.76,98.0,775.0,0.074,0,57.0,0.166,api,particular,bajo,tarjeta,medio,0
5783,1554.66,4662.54,16,13562.24,67.0,642.0,0.49,0,316.0,0.152,web,banca_privada,medio,transferencia,bajo,0
5784,552.26,5277.91,13,10863.34,34.0,866.0,0.316,0,71.0,0.002,cajero,particular,bajo,tarjeta,bajo,0
5785,124.4,6221.75,11,0.0,59.0,618.0,0.327,0,86.0,0.027,app,particular,medio,prestamo,bajo,0
5786,127.58,16407.83,13,391.77,71.0,681.0,0.451,0,142.0,0.434,oficina,particular,medio,inversion,alto,1
5787,4677.08,3404.96,30,40604.52,114.0,570.0,0.19,1,159.0,0.115,cajero,particular,bajo,cuenta,bajo,0
5788,385.27,14824.82,23,0.0,21.0,639.0,0.412,0,89.0,0.045,oficina,particular,medio,cuenta,bajo,0
5789,233.52,6494.29,16,1247.59,22.0,836.0,0.2,0,100.0,0.027,oficina,banca_privada,bajo,transferencia,bajo,0
5790,11151.57,16395.28,9,20355.15,48.0,710.0,0.382,1,40.0,0.338,web,particular,bajo,transferencia,bajo,0
5791,1472.09,14885.65,12,10467.9,79.0,684.0,0.299,2,25.0,0.05,oficina,particular,bajo,tarjeta,bajo,0
5792,428.57,5210.58,20,4731.1,39.0,609.0,0.179,0,183.0,0.099,web,particular,bajo,cuenta,bajo,0
5793,182.44,31127.67,17,0.0,50.0,561.0,0.485,3,123.0,0.39,app,empresa,bajo,tarjeta,bajo,1
5794,3470.4,15274.61,23,27414.79,18.0,785.0,0.12,0,37.0,0.077,app,pyme,bajo,transferencia,bajo,0
5795,150.93,995.85,20,0.0,15.0,714.0,0.233,0,153.0,0.088,oficina,particular,bajo,tarjeta,alto,0
5796,143.6,754.5,19,2836.26,19.0,610.0,0.356,2,105.0,0.068,web,particular,bajo,transferencia,bajo,0
5797,1178.01,2182.78,18,7630.37,88.0,603.0,0.298,0,5.0,0.006,web,pyme,bajo,tarjeta,medio,0
5798,187.12,5849.58,20,4708.6,16.0,727.0,0.328,1,54.0,0.061,cajero,particular,medio,tarjeta,bajo,0
5799,194.7,18637.89,9,1052.6,61.0,766.0,0.284,1,69.0,0.05,web,particular,bajo,cuenta,medio,0
5800,1218.65,4274.87,20,13626.06,118.0,557.0,0.221,0,6.0,0.044,app,particular,medio,tarjeta,bajo,0
5801,1099.37,4325.46,15,11001.74,26.0,676.0,0.253,0,96.0,0.048,app,particular,bajo,transferencia,bajo,0
5802,116.03,7967.08,22,75.17,36.0,700.0,0.275,0,64.0,0.157,web,banca_privada,bajo,cuenta,bajo,0
5803,1469.64,26357.59,25,14731.16,14.0,689.0,0.188,1,98.0,0.005,oficina,empresa,medio,prestamo,bajo,0
5804,97.77,8677.01,12,0.0,65.0,669.0,0.145,1,121.0,0.22,web,pyme,bajo,tarjeta,medio,0
5805,899.57,4688.44,12,178.28,33.0,556.0,0.326,2,133.0,0.019,web,particular,bajo,tarjeta,medio,0
5806,170.39,1951.88,15,1679.2,38.0,686.0,0.097,0,99.0,0.008,oficina,banca_privada,alto,cuenta,bajo,0
5807,1222.65,1685.75,22,6461.13,52.0,747.0,0.367,0,7.0,0.435,oficina,particular,bajo,tarjeta,bajo,0
5808,774.38,1347.34,23,2461.87,73.0,560.0,0.239,2,124.0,0.138,cajero,banca_privada,bajo,inversion,bajo,0
5809,378.33,9852.82,10,5933.24,71.0,694.0,0.504,1,133.0,0.259,app,particular,bajo,cuenta,bajo,0
5810,308.46,8286.3,16,2776.96,75.0,716.0,0.155,0,26.0,0.168,oficina,particular,bajo,cuenta,bajo,0
5811,781.18,10883.81,17,11042.67,84.0,585.0,0.253,1,67.0,0.116,web,particular,bajo,cuenta,bajo,0
5812,354.75,14507.02,8,2357.79,66.0,627.0,0.022,0,42.0,0.028,app,empresa,medio,tarjeta,medio,0
5813,285.02,7104.16,18,3135.05,47.0,607.0,0.372,0,53.0,0.014,web,particular,bajo,cuenta,alto,0
5814,533.81,2329.78,15,6475.22,32.0,683.0,0.281,0,97.0,0.229,oficina,particular,bajo,inversion,bajo,0
5815,1690.58,3088.45,12,10543.3,43.0,586.0,0.433,0,32.0,0.056,web,particular,bajo,transferencia,bajo,0
5816,144.26,6725.01,25,4091.46,23.0,536.0,0.124,1,32.0,0.141,oficina,banca_privada,bajo,prestamo,bajo,0
5817,346.28,4062.6,19,5104.94,31.0,717.0,0.199,0,66.0,0.068,app,pyme,bajo,cuenta,bajo,0
5818,2898.15,959.69,25,20407.31,107.0,770.0,0.358,0,22.0,0.172,app,empresa,alto,tarjeta,bajo,0
5819,426.09,2947.98,16,5581.3,27.0,654.0,0.211,1,137.0,0.162,app,particular,bajo,transferencia,bajo,0
5820,11756.74,24469.12,15,98497.61,85.0,513.0,0.409,0,141.0,0.309,app,empresa,bajo,tarjeta,bajo,1
5821,2879.66,7490.03,19,28563.47,44.0,580.0,0.217,1,440.0,0.076,web,particular,bajo,transferencia,bajo,0
5822,371.86,6708.07,13,2039.54,68.0,636.0,0.173,0,436.0,0.293,cajero,particular,medio,prestamo,bajo,0
5823,252.23,2674.49,22,1664.15,13.0,695.0,0.55,0,44.0,0.086,oficina,pyme,bajo,transferencia,bajo,0
5824,1613.91,1424.26,16,13599.73,48.0,613.0,0.216,1,124.0,0.11,app,particular,bajo,tarjeta,medio,0
5825,8853.94,6401.29,13,66837.63,67.0,699.0,0.082,1,1.0,0.261,app,particular,bajo,transferencia,bajo,0
5826,239.26,8683.38,11,1293.36,108.0,605.0,0.729,0,201.0,0.022,app,particular,bajo,tarjeta,medio,0
5827,4605.83,1423.26,25,42860.97,50.0,778.0,0.241,0,29.0,0.221,web,pyme,alto,tarjeta,bajo,0
5828,2361.24,14069.57,21,30481.47,74.0,550.0,0.337,0,33.0,0.01,app,pyme,bajo,prestamo,bajo,0
5829,249.75,3688.95,21,0.0,54.0,660.0,0.232,0,67.0,0.044,web,particular,bajo,tarjeta,bajo,0
5830,4130.99,8500.57,15,30961.29,36.0,629.0,0.671,1,24.0,0.169,oficina,empresa,bajo,cuenta,alto,1
5831,743.52,6266.35,15,4540.81,52.0,694.0,0.307,0,88.0,0.236,web,particular,medio,tarjeta,bajo,0
5832,1399.36,5484.78,14,2076.63,31.0,564.0,0.511,0,180.0,0.065,app,particular,bajo,cuenta,bajo,0
5833,713.51,85224.24,16,1391.96,50.0,690.0,0.539,0,121.0,0.032,app,particular,bajo,tarjeta,bajo,0
5834,100.6,10495.03,15,5574.28,63.0,633.0,0.242,0,100.0,0.054,web,particular,medio,cuenta,bajo,0
5835,282.95,6189.08,18,7660.23,73.0,696.0,0.194,0,21.0,0.034,web,particular,medio,tarjeta,bajo,0
5836,1363.83,11305.87,16,11339.07,55.0,630.0,0.638,1,387.0,0.303,app,pyme,bajo,tarjeta,bajo,0
5837,2771.51,4024.86,15,23260.09,57.0,774.0,0.456,0,45.0,0.123,cajero,pyme,bajo,cuenta,bajo,0
5838,434.67,13503.23,27,3623.42,68.0,677.0,0.321,0,50.0,0.005,web,particular,bajo,prestamo,bajo,0
5839,386.11,7888.64,21,4855.84,63.0,650.0,0.25,0,172.0,0.102,web,empresa,medio,tarjeta,bajo,0
5840,3328.38,5186.93,19,13912.93,85.0,653.0,0.269,0,55.0,0.091,app,empresa,bajo,prestamo,bajo,0
5841,8163.99,4520.63,16,108570.6,53.0,656.0,0.554,0,1.0,0.135,app,particular,bajo,transferencia,alto,1
5842,1918.02,5128.67,19,16369.79,50.0,732.0,0.107,0,100.0,0.054,app,particular,bajo,transferencia,bajo,0
5843,604.22,6067.22,21,5633.38,21.0,684.0,0.167,1,123.0,0.046,app,particular,medio,tarjeta,bajo,0
5844,1578.54,20032.66,13,7867.11,87.0,656.0,0.416,0,48.0,0.042,web,particular,bajo,tarjeta,medio,0
5845,1307.07,9215.09,19,13611.6,59.0,742.0,0.265,0,7.0,0.081,web,particular,bajo,tarjeta,bajo,0
5846,1584.65,734.76,34,20531.06,53.0,857.0,0.259,3,9.0,0.236,cajero,pyme,medio,tarjeta,medio,1
5847,2417.12,31393.66,29,17650.7,112.0,622.0,0.263,0,16.0,0.139,cajero,particular,bajo,tarjeta,bajo,0
5848,1424.41,10407.89,14,13082.98,103.0,700.0,0.257,0,56.0,0.117,app,particular,bajo,cuenta,bajo,0
5849,7087.69,73749.77,18,87914.01,65.0,611.0,0.077,0,235.0,0.013,app,particular,bajo,transferencia,medio,0
5850,1055.32,5671.44,13,10607.5,27.0,723.0,0.188,2,131.0,0.056,oficina,particular,medio,cuenta,bajo,0
5851,329.91,19079.08,13,1365.4,67.0,790.0,0.207,1,50.0,0.288,api,particular,bajo,tarjeta,bajo,0
5852,2327.18,12846.27,23,7424.62,33.0,562.0,0.392,0,218.0,0.031,cajero,pyme,bajo,cuenta,bajo,0
5853,825.34,7270.19,11,331.07,70.0,708.0,0.24,0,60.0,0.092,app,pyme,medio,cuenta,bajo,0
5854,1334.88,22880.73,19,5183.68,103.0,538.0,0.318,0,107.0,0.14,app,particular,medio,cuenta,bajo,0
5855,1951.17,5018.02,19,20869.11,49.0,630.0,0.158,0,382.0,0.314,app,particular,bajo,tarjeta,medio,0
5856,2543.58,6875.55,13,29425.95,22.0,672.0,0.068,0,35.0,0.329,cajero,particular,bajo,tarjeta,medio,0
5857,106.53,2032.39,17,379.67,104.0,731.0,0.184,0,85.0,0.01,web,particular,bajo,transferencia,bajo,0
5858,1390.45,4834.94,12,6542.6,26.0,588.0,0.351,0,209.0,0.069,web,particular,bajo,prestamo,bajo,0
5859,368.11,2463.8,29,5940.45,55.0,576.0,0.535,1,34.0,0.026,web,particular,bajo,transferencia,bajo,0
5860,708.36,6303.47,19,9795.29,47.0,616.0,0.172,0,60.0,0.186,app,particular,medio,tarjeta,medio,0
5861,56.73,11183.63,22,3035.24,67.0,694.0,0.461,1,689.0,0.081,web,particular,bajo,cuenta,alto,0
5862,1867.21,8956.6,16,22062.47,139.0,554.0,0.354,0,8.0,0.321,app,pyme,bajo,transferencia,bajo,0
5863,1918.22,7510.26,12,3709.67,54.0,884.0,0.197,1,15.0,0.077,web,particular,bajo,tarjeta,bajo,0
5864,2465.9,12494.87,14,20687.37,91.0,619.0,0.576,3,12.0,0.062,oficina,particular,medio,transferencia,alto,1
5865,966.94,69777.26,20,14046.61,39.0,604.0,0.435,1,34.0,0.065,web,particular,bajo,cuenta,bajo,0
5866,238.24,3867.1,17,0.0,69.0,566.0,0.061,0,122.0,0.169,app,particular,bajo,tarjeta,medio,0
5867,107.54,68719.34,15,796.51,17.0,722.0,0.398,0,264.0,0.008,cajero,particular,bajo,tarjeta,bajo,0
5868,2338.31,1492.89,11,3575.99,77.0,633.0,0.271,0,52.0,0.158,oficina,particular,alto,tarjeta,bajo,0
5869,1915.31,584.73,19,25966.26,56.0,727.0,0.212,0,318.0,0.05,app,particular,bajo,prestamo,bajo,0
5870,785.5,20374.65,18,7414.43,100.0,709.0,0.426,0,14.0,0.138,app,banca_privada,bajo,transferencia,medio,0
5871,669.41,6540.71,15,7219.39,41.0,841.0,0.405,0,104.0,0.235,web,particular,medio,transferencia,bajo,0
5872,2337.03,1282.88,17,7862.76,19.0,578.0,0.413,1,62.0,0.141,app,particular,bajo,transferencia,bajo,0
5873,183.4,6316.71,14,0.0,42.0,674.0,0.043,0,104.0,0.343,app,particular,bajo,transferencia,bajo,0
5874,467.04,3989.48,18,5904.89,12.0,658.0,0.244,0,5.0,0.05,app,particular,bajo,transferencia,alto,0
5875,3586.17,8998.94,19,21035.94,44.0,504.0,0.536,2,45.0,0.323,app,particular,bajo,transferencia,medio,1
5876,129.96,4687.63,21,0.0,83.0,717.0,0.095,0,2.0,0.213,web,particular,bajo,transferencia,bajo,0
5877,1873.65,22094.88,20,9758.39,65.0,654.0,0.439,2,109.0,0.246,web,empresa,bajo,cuenta,bajo,0
5878,243.63,7137.52,22,4149.92,43.0,741.0,0.218,0,24.0,0.002,app,empresa,bajo,inversion,bajo,0
5879,391.91,7976.25,18,4769.96,51.0,693.0,0.103,1,247.0,0.298,oficina,pyme,medio,tarjeta,medio,0
5880,602.56,4991.04,13,7872.13,71.0,673.0,0.455,0,254.0,0.1,app,particular,bajo,tarjeta,bajo,0
5881,1056.72,12056.8,10,5591.1,42.0,791.0,0.303,0,31.0,0.017,app,particular,bajo,tarjeta,medio,0
5882,801.15,5373.37,12,11102.09,72.0,617.0,0.307,0,550.0,0.001,app,particular,bajo,transferencia,bajo,0
5883,1309.09,16496.82,9,8035.66,30.0,749.0,0.436,1,55.0,0.105,oficina,pyme,bajo,transferencia,medio,0
5884,1637.82,1499.24,22,16319.02,69.0,709.0,0.246,1,62.0,0.254,api,particular,alto,cuenta,medio,1
5885,267.99,6797.71,21,0.0,54.0,817.0,0.456,0,44.0,0.349,web,particular,bajo,tarjeta,bajo,0
5886,536.84,3360.49,16,5439.56,31.0,659.0,0.138,0,90.0,0.022,app,particular,bajo,transferencia,bajo,0
5887,544.62,2246.28,13,9082.25,41.0,871.0,0.085,0,39.0,0.073,app,particular,bajo,transferencia,bajo,0
5888,2343.08,1601.09,17,13966.99,39.0,641.0,0.167,0,57.0,0.023,app,particular,bajo,cuenta,bajo,0
5889,501.6,2541.52,20,3175.21,91.0,716.0,0.5,0,142.0,0.137,cajero,particular,bajo,transferencia,bajo,0
5890,167.7,8632.24,19,2297.46,87.0,627.0,0.216,2,32.0,0.088,app,particular,bajo,prestamo,medio,0
5891,434.99,9460.63,15,6491.33,37.0,750.0,0.055,0,43.0,0.2,api,particular,medio,cuenta,bajo,0
5892,2427.41,13433.87,16,22620.08,45.0,634.0,0.455,1,99.0,0.047,web,particular,bajo,tarjeta,bajo,0
5893,1137.52,3846.8,18,8775.38,84.0,900.0,0.468,2,236.0,0.098,web,particular,bajo,tarjeta,bajo,0
5894,1278.52,16769.96,8,8542.28,49.0,696.0,0.502,1,8.0,0.016,cajero,pyme,bajo,prestamo,bajo,0
5895,206.34,5651.75,23,2679.04,60.0,672.0,0.371,2,31.0,0.044,app,particular,medio,inversion,bajo,0
5896,3648.12,11736.97,15,20048.91,49.0,601.0,0.085,0,38.0,0.11,oficina,particular,bajo,inversion,medio,0
5897,1365.73,6720.47,19,15940.0,41.0,509.0,0.134,1,14.0,0.346,app,particular,bajo,prestamo,medio,1
5898,1176.26,2886.35,13,4210.45,102.0,707.0,0.153,0,3.0,0.319,cajero,particular,medio,tarjeta,bajo,0
5899,495.97,1469.77,26,4829.62,15.0,588.0,0.138,0,81.0,0.068,web,particular,medio,cuenta,medio,0
5900,4065.51,1819.7,18,26812.18,161.0,741.0,0.218,0,61.0,0.077,app,particular,bajo,prestamo,bajo,0
5901,138.71,2293.64,17,3178.56,47.0,452.0,0.322,2,21.0,0.043,cajero,particular,bajo,tarjeta,bajo,0
5902,121.0,3672.64,22,692.46,56.0,588.0,0.316,1,87.0,0.092,app,particular,bajo,prestamo,bajo,0
5903,364.54,11454.5,9,1637.06,52.0,686.0,0.399,1,61.0,0.029,app,particular,bajo,inversion,medio,0
5904,502.92,16225.53,19,5759.87,39.0,798.0,0.136,0,43.0,0.41,oficina,pyme,bajo,cuenta,bajo,0
5905,737.66,17434.08,12,7642.54,55.0,673.0,0.223,1,94.0,0.389,web,particular,bajo,tarjeta,bajo,0
5906,1112.7,263.04,24,13906.98,92.0,694.0,0.173,0,14.0,0.123,cajero,particular,bajo,prestamo,bajo,0
5907,2408.21,3774.43,15,23258.82,52.0,584.0,0.207,0,33.0,0.032,web,pyme,bajo,tarjeta,bajo,0
5908,778.5,4608.23,18,12316.67,53.0,678.0,0.153,0,61.0,0.014,web,empresa,medio,cuenta,bajo,0
5909,432.89,3957.78,24,1730.2,57.0,644.0,0.181,0,27.0,0.047,app,particular,medio,prestamo,bajo,0
5910,562.52,1078.95,18,3348.79,107.0,819.0,0.466,0,83.0,0.021,app,pyme,bajo,cuenta,medio,0
5911,1804.37,16748.7,28,16765.39,47.0,506.0,0.15,1,209.0,0.02,api,particular,bajo,tarjeta,alto,1
5912,401.55,37055.1,22,5555.03,117.0,741.0,0.706,0,17.0,0.043,app,pyme,alto,inversion,bajo,0
5913,663.71,4263.74,24,8944.39,50.0,619.0,0.281,1,78.0,0.038,web,particular,bajo,tarjeta,alto,0
5914,407.08,54884.48,15,4486.13,70.0,662.0,0.284,0,37.0,0.041,app,pyme,bajo,cuenta,bajo,0
5915,1431.33,590.22,14,5169.13,104.0,662.0,0.093,0,20.0,0.197,app,particular,bajo,transferencia,bajo,0
5916,1500.28,1990.26,20,6760.31,80.0,636.0,0.377,0,28.0,0.137,web,particular,bajo,cuenta,medio,0
5917,2299.0,4601.33,20,15521.94,19.0,587.0,0.078,0,17.0,0.283,oficina,pyme,bajo,tarjeta,bajo,0
5918,648.45,11475.12,13,7380.09,92.0,547.0,0.417,1,29.0,0.147,oficina,particular,bajo,inversion,bajo,0
5919,707.52,6515.05,17,11101.99,59.0,891.0,0.339,2,24.0,0.165,cajero,particular,bajo,transferencia,bajo,0
5920,209.8,2011.1,21,0.0,68.0,667.0,0.269,0,16.0,0.128,app,particular,bajo,tarjeta,medio,0
5921,117.68,12558.87,20,2900.6,113.0,592.0,0.514,0,72.0,0.203,web,particular,medio,prestamo,bajo,0
5922,481.18,10746.73,21,7617.54,42.0,740.0,0.311,0,8.0,0.265,app,particular,bajo,tarjeta,medio,0
5923,569.63,3496.35,17,0.0,110.0,753.0,0.103,1,145.0,0.031,oficina,particular,bajo,transferencia,medio,0
5924,607.7,4121.41,20,5781.02,45.0,682.0,0.297,1,87.0,0.12,app,particular,medio,tarjeta,medio,0
5925,2380.83,1944.35,14,14517.68,29.0,593.0,0.277,0,199.0,0.121,web,particular,bajo,prestamo,medio,0
5926,171.16,10244.09,19,1508.31,56.0,759.0,0.209,0,45.0,0.056,app,empresa,bajo,cuenta,bajo,0
5927,119.24,1829.39,17,0.0,31.0,609.0,0.139,0,198.0,0.031,oficina,particular,bajo,cuenta,bajo,0
5928,102.91,1630.61,17,1456.33,34.0,602.0,0.406,0,66.0,0.1,oficina,particular,bajo,cuenta,medio,0
5929,462.61,30471.0,14,3474.33,47.0,587.0,0.267,0,134.0,0.155,cajero,particular,bajo,prestamo,bajo,0
5930,4536.41,6586.69,19,40070.53,105.0,586.0,0.156,1,32.0,0.296,app,particular,medio,tarjeta,alto,1
5931,2974.82,2920.59,19,29701.69,74.0,741.0,0.328,1,43.0,0.06,api,pyme,bajo,tarjeta,medio,0
5932,2458.49,875.4,18,12998.43,29.0,634.0,0.224,0,177.0,0.045,app,empresa,bajo,cuenta,alto,0
5933,390.02,6727.74,17,0.0,141.0,886.0,0.114,0,232.0,0.03,app,pyme,medio,tarjeta,bajo,0
5934,190.99,6095.44,29,0.0,113.0,701.0,0.149,1,109.0,0.089,app,empresa,bajo,cuenta,bajo,0
5935,1250.32,18232.09,23,0.0,21.0,691.0,0.339,1,239.0,0.07,app,particular,medio,transferencia,alto,1
5936,5278.7,570.36,17,58085.87,11.0,701.0,0.155,1,260.0,0.418,web,particular,bajo,transferencia,bajo,1
5937,597.1,2828.32,30,3411.76,79.0,630.0,0.589,0,353.0,0.028,app,particular,bajo,prestamo,medio,0
5938,282.44,10398.42,23,2565.39,120.0,752.0,0.603,0,70.0,0.248,app,banca_privada,bajo,transferencia,bajo,0
5939,419.73,5091.05,16,0.0,68.0,607.0,0.287,0,192.0,0.08,web,particular,bajo,prestamo,bajo,0
5940,473.04,12256.91,23,3998.61,63.0,639.0,0.237,0,252.0,0.097,cajero,particular,medio,tarjeta,bajo,0
5941,5667.23,7847.16,20,67399.94,35.0,754.0,0.282,0,161.0,0.029,web,pyme,bajo,prestamo,medio,0
5942,663.39,7447.88,15,2679.47,80.0,795.0,0.076,0,34.0,0.075,web,particular,bajo,cuenta,bajo,0
5943,2757.28,11066.98,18,8950.12,52.0,856.0,0.533,0,148.0,0.214,app,empresa,medio,cuenta,bajo,0
5944,1591.98,1763.6,16,13797.37,33.0,642.0,0.468,2,97.0,0.037,oficina,pyme,bajo,tarjeta,bajo,0
5945,1451.02,8430.44,23,12137.69,34.0,726.0,0.055,1,138.0,0.046,app,empresa,alto,cuenta,bajo,0
5946,2965.76,8853.01,18,6758.38,96.0,526.0,0.291,1,211.0,0.109,app,particular,bajo,transferencia,medio,0
5947,3248.9,49259.28,14,42166.49,24.0,814.0,0.371,0,20.0,0.023,app,particular,bajo,cuenta,medio,0
5948,555.4,744.1,16,6457.88,32.0,666.0,0.226,2,115.0,0.04,web,pyme,bajo,tarjeta,medio,0
5949,205.12,4043.57,20,204.61,155.0,740.0,0.197,1,191.0,0.098,app,particular,bajo,tarjeta,bajo,0
5950,567.78,10328.33,8,193.16,25.0,735.0,0.257,0,111.0,0.191,web,particular,bajo,cuenta,bajo,0
5951,460.89,14538.52,18,5909.09,123.0,720.0,0.147,0,51.0,0.043,app,banca_privada,bajo,cuenta,bajo,0
5952,3587.0,4855.28,20,8492.88,24.0,626.0,0.528,1,140.0,0.17,web,empresa,bajo,tarjeta,bajo,0
5953,1230.63,4284.3,18,185.29,47.0,617.0,0.281,1,151.0,0.037,web,empresa,medio,cuenta,bajo,0
5954,111.01,4784.0,20,1200.66,24.0,758.0,0.2,0,49.0,0.035,app,particular,bajo,cuenta,bajo,0
5955,299.76,24730.18,23,4952.41,30.0,636.0,0.387,1,71.0,0.042,web,particular,bajo,cuenta,medio,0
5956,406.96,5734.62,15,4872.03,45.0,621.0,0.273,0,103.0,0.038,web,empresa,alto,tarjeta,bajo,0
5957,1894.56,2942.01,12,21532.63,38.0,671.0,0.221,0,23.0,0.031,web,particular,bajo,transferencia,medio,0
5958,404.36,3260.35,9,358.92,72.0,669.0,0.591,1,8.0,0.378,app,particular,medio,transferencia,bajo,0
5959,2556.81,2850.81,19,11324.08,42.0,644.0,0.106,0,25.0,0.092,web,particular,bajo,tarjeta,bajo,0
5960,197.12,13849.27,18,0.0,25.0,668.0,0.439,0,12.0,0.039,app,empresa,bajo,prestamo,bajo,0
5961,78.62,17886.06,8,0.0,61.0,703.0,0.32,0,113.0,0.086,app,particular,bajo,inversion,bajo,0
5962,907.4,1098.75,16,5462.14,20.0,594.0,0.759,1,1.0,0.18,app,particular,bajo,tarjeta,bajo,0
5963,90.96,3610.89,12,3407.49,46.0,581.0,0.236,0,441.0,0.005,web,particular,bajo,transferencia,bajo,0
5964,553.77,10560.65,26,3106.88,86.0,728.0,0.194,1,94.0,0.16,app,particular,bajo,transferencia,bajo,0
5965,920.83,7758.27,21,6622.91,32.0,715.0,0.637,0,67.0,0.018,web,pyme,bajo,cuenta,bajo,0
5966,2478.65,4458.59,17,28537.77,55.0,651.0,0.107,1,65.0,0.1,app,particular,bajo,tarjeta,bajo,0
5967,1788.16,13922.54,17,3191.41,67.0,632.0,0.318,0,13.0,0.103,oficina,particular,bajo,inversion,bajo,0
5968,188.27,24358.52,21,70.48,36.0,748.0,0.478,0,25.0,0.238,app,particular,bajo,cuenta,bajo,0
5969,221.14,2943.44,19,391.46,74.0,580.0,0.14,1,53.0,0.222,web,particular,bajo,cuenta,bajo,0
5970,171.49,1225.07,18,0.0,70.0,584.0,0.122,0,130.0,0.093,oficina,particular,medio,tarjeta,bajo,0
5971,374.8,5471.82,15,5326.54,19.0,615.0,0.254,0,6.0,0.147,app,empresa,medio,cuenta,bajo,0
5972,3409.49,2027.82,21,11815.94,33.0,472.0,0.335,1,397.0,0.097,app,particular,medio,cuenta,bajo,1
5973,21725.17,12283.83,22,79384.83,24.0,849.0,0.177,0,300.0,0.022,web,particular,bajo,tarjeta,medio,0
5974,991.95,2139.58,21,11271.09,80.0,569.0,0.436,1,25.0,0.176,api,particular,bajo,transferencia,bajo,0
5975,620.13,42977.81,18,3115.27,39.0,767.0,0.364,0,111.0,0.143,api,banca_privada,bajo,cuenta,bajo,0
5976,507.81,1896.82,21,7600.68,93.0,704.0,0.192,0,190.0,0.338,app,pyme,bajo,transferencia,bajo,0
5977,315.48,5332.24,16,158.84,54.0,712.0,0.257,0,41.0,0.054,oficina,particular,medio,inversion,bajo,0
5978,77.96,7347.78,19,582.87,35.0,821.0,0.283,2,274.0,0.045,app,particular,bajo,tarjeta,medio,0
5979,3272.56,3134.13,16,29228.76,29.0,719.0,0.264,0,70.0,0.169,app,particular,bajo,inversion,bajo,0
5980,1263.83,5024.19,16,8651.71,59.0,675.0,0.299,0,108.0,0.351,web,pyme,bajo,prestamo,bajo,0
5981,520.2,7331.79,21,6638.73,63.0,806.0,0.091,0,109.0,0.092,web,banca_privada,bajo,cuenta,medio,0
5982,1230.37,41515.32,12,10444.87,38.0,497.0,0.011,2,144.0,0.066,web,pyme,bajo,cuenta,bajo,0
5983,1128.71,8540.82,13,13684.83,95.0,789.0,0.426,1,91.0,0.154,cajero,empresa,medio,tarjeta,bajo,0
5984,2455.57,6441.4,19,10370.78,151.0,688.0,0.084,0,263.0,0.112,app,particular,bajo,transferencia,medio,0
5985,1086.64,21047.3,17,7032.44,29.0,673.0,0.128,0,12.0,0.077,web,particular,medio,cuenta,bajo,0
5986,628.52,11912.55,20,4578.32,50.0,659.0,0.181,0,1.0,0.294,app,particular,bajo,prestamo,bajo,0
