cliente_id,edad,antiguedad_cliente,ingresos_mensuales,situacion_laboral,estado_civil,nivel_estudios,provincia_riesgo,segmento_cliente,num_productos,saldo_medio_3m,limite_credito,deuda_total,cuota_mensual_prestamos,utilizacion_credito,porcentaje_ahorro,ratio_endeudamiento,retrasos_30d_12m,retrasos_60d_12m,retrasos_90d_12m,impagos_previos,consultas_credito_6m,nuevas_cuentas_12m,uso_banca_digital,alertas_fraude_12m,reclamaciones_12m,tiene_hipoteca,tiene_prestamo_personal,tiene_tarjeta_credito,tiene_seguro,score_interno,default,dias_mora_actual,recobro_gestionado,refinanciado_post
3084,34,6.3,2431.15,asalariado,divorciado,universitarios,bajo,medio,3,2726.89,7195.92,9316.68,194.46,0.484,1.122,0.08,1,0,0,0,1,2,0.78,0,2,1,0,1,0,950,0,0,0,0
3085,48,14.7,2783.24,asalariado,divorciado,basicos,medio,medio,3,2597.39,16040.09,15274.68,313.48,0.245,0.933,0.113,1,0,0,0,0,0,0.108,0,0,1,0,0,0,950,0,0,0,0
3086,49,4.1,4757.05,temporal,casado,basicos,medio,alto,5,9008.61,16922.3,5283.63,168.17,0.82,1.894,0.035,0,0,0,0,0,1,0.422,0,0,0,0,1,0,950,0,0,0,0
3087,60,18.0,1431.69,autonomo,soltero,basicos,bajo,medio,2,1012.89,5292.06,5301.44,161.24,0.517,0.707,0.113,1,0,0,0,0,1,0.851,0,1,1,0,1,1,950,0,0,0,0
3088,33,7.6,1481.7,asalariado,divorciado,basicos,alto,medio,1,-1464.44,4331.83,10209.06,187.88,0.411,-0.988,0.127,0,0,0,0,1,2,0.504,0,0,0,0,1,0,950,0,0,0,0
3089,26,5.7,1450.54,desempleado,soltero,universitarios,bajo,medio,2,2565.89,6536.99,6314.63,245.41,0.245,1.769,0.169,2,2,0,0,1,0,0.691,1,0,0,1,1,0,838,0,0,0,0
3090,23,0.0,2265.52,temporal,soltero,basicos,medio,medio,1,1061.23,8786.52,11115.41,368.82,0.198,0.468,0.163,2,0,0,0,2,1,0.584,0,0,0,1,1,1,810,0,0,0,0
3091,43,18.7,4997.86,asalariado,casado,medios,bajo,alto,4,456.94,15289.04,11033.8,435.29,0.291,0.091,0.087,2,0,0,0,0,1,0.448,0,1,0,0,1,1,950,0,0,0,0
3092,55,15.6,1347.21,asalariado,soltero,basicos,bajo,bajo,3,2812.13,3831.97,1293.35,25.71,0.122,2.087,0.019,1,0,0,0,2,0,1.0,0,1,0,0,1,1,934,0,0,0,0
3093,36,8.8,3265.87,asalariado,soltero,basicos,medio,alto,1,2692.55,6330.81,10012.21,284.8,0.301,0.824,0.087,0,0,0,0,3,0,0.728,0,0,1,0,1,1,940,0,0,0,0
3094,35,15.1,2076.04,asalariado,casado,medios,alto,medio,4,2856.56,4310.04,408.92,9.37,0.505,1.376,0.005,0,1,0,0,1,1,0.621,0,1,0,0,1,1,947,0,0,0,0
3095,52,10.0,1095.42,autonomo,casado,universitarios,alto,bajo,1,351.8,4287.87,9676.36,265.43,0.65,0.321,0.242,0,0,0,0,4,0,0.679,0,0,1,1,1,0,896,0,0,0,0
3096,43,16.4,771.72,jubilado,casado,universitarios,bajo,bajo,2,612.95,3742.8,6668.55,80.46,0.476,0.794,0.104,1,0,0,0,1,1,0.752,0,0,1,0,0,0,950,0,0,0,0
3097,39,8.9,2383.93,autonomo,divorciado,universitarios,bajo,medio,1,3491.13,5955.82,6711.69,130.65,0.68,1.464,0.055,0,0,1,0,2,0,0.687,0,0,0,0,1,1,876,0,0,0,0
3098,36,12.0,1199.13,desempleado,soltero,basicos,bajo,bajo,2,2126.51,1919.52,4606.27,93.79,0.346,1.773,0.078,2,1,0,0,1,0,0.532,0,1,0,1,0,1,938,0,0,0,0
3099,43,7.0,2502.63,asalariado,divorciado,universitarios,medio,medio,2,2539.8,11844.49,10385.43,411.44,0.472,1.015,0.164,0,0,0,0,1,2,0.257,0,0,0,0,1,0,915,0,0,0,0
3100,38,13.3,2468.55,jubilado,divorciado,basicos,bajo,medio,5,7610.07,8352.92,13020.2,151.42,0.252,3.083,0.061,1,0,0,1,2,1,0.573,1,1,0,0,1,1,944,0,0,0,0
3101,48,13.0,1684.96,asalariado,soltero,basicos,medio,medio,4,1095.79,5536.84,4288.08,78.38,0.393,0.65,0.047,1,1,0,0,2,2,0.718,0,1,0,1,1,0,886,0,0,0,0
3102,33,9.7,1887.93,temporal,soltero,postgrado,bajo,medio,2,2862.94,3946.54,10988.48,299.7,0.332,1.516,0.159,1,0,0,0,4,1,0.812,1,1,1,0,0,0,901,0,0,0,0
3103,45,9.3,3766.12,autonomo,soltero,basicos,alto,alto,2,2312.05,18224.69,15579.38,433.34,0.185,0.614,0.115,1,0,0,0,0,0,0.809,0,0,1,1,0,1,928,0,0,0,0
3104,32,8.7,2379.24,jubilado,casado,medios,medio,medio,2,5880.47,12287.97,19887.8,509.9,0.561,2.472,0.214,0,1,0,0,1,0,0.417,0,1,0,1,1,1,862,0,0,0,0
3105,27,7.3,2135.02,temporal,casado,basicos,alto,medio,1,2618.49,8862.52,8280.39,138.79,0.598,1.226,0.065,2,1,0,0,0,0,0.927,0,0,0,1,1,1,849,0,0,0,0
3106,51,9.6,10708.62,temporal,divorciado,medios,bajo,alto,2,13258.97,20914.24,14473.95,430.23,0.709,1.238,0.04,1,1,0,0,1,0,0.591,0,1,0,0,0,1,934,0,0,0,0
3107,40,7.7,3604.7,temporal,soltero,postgrado,medio,alto,2,4326.48,14196.05,10948.03,161.68,0.236,1.2,0.045,3,0,0,0,2,2,0.273,1,0,0,1,1,1,917,0,0,0,0
3108,34,6.0,1129.2,asalariado,divorciado,postgrado,medio,bajo,3,2030.33,4323.0,5661.84,160.19,0.791,1.798,0.142,1,0,0,0,2,0,0.371,0,0,0,0,1,0,842,0,0,0,0
3109,28,6.7,2263.1,desempleado,casado,medios,bajo,medio,1,2492.13,7745.44,9242.14,153.14,0.111,1.101,0.068,2,2,0,0,2,1,0.318,0,2,0,0,1,0,826,0,0,0,0
3110,37,4.0,1844.32,asalariado,casado,basicos,medio,medio,3,1276.84,3022.22,9447.66,97.74,0.692,0.692,0.053,0,0,0,0,1,5,0.816,0,1,0,1,1,1,893,0,0,0,0
3111,56,22.1,2108.05,asalariado,casado,universitarios,medio,medio,5,3012.49,5599.4,11444.7,368.1,0.582,1.429,0.175,1,0,0,0,0,2,0.53,0,0,1,0,1,1,950,0,0,0,0
3112,45,10.5,1967.24,asalariado,soltero,medios,bajo,medio,6,913.07,8604.93,1407.48,51.13,0.365,0.464,0.026,0,1,0,0,5,1,0.883,0,0,0,0,0,0,901,0,0,0,0
3113,55,20.9,3042.8,autonomo,viudo,medios,bajo,alto,2,3219.44,14541.01,7175.96,159.49,0.384,1.058,0.052,2,0,0,0,1,0,0.446,0,1,1,0,1,1,950,0,0,0,0
3114,50,7.6,2396.34,desempleado,divorciado,postgrado,bajo,medio,1,2605.97,8533.53,8651.42,239.56,0.946,1.087,0.1,2,1,0,0,1,0,0.674,0,0,0,0,1,1,842,0,0,0,0
3115,57,23.0,2186.76,asalariado,casado,medios,medio,medio,2,1097.57,11431.46,3979.52,68.42,0.497,0.502,0.031,2,0,0,0,3,2,0.81,0,0,0,1,1,0,950,0,0,0,0
3116,44,19.1,3566.84,asalariado,casado,basicos,medio,alto,1,9595.28,8996.45,8446.16,218.17,0.687,2.69,0.061,0,0,0,0,1,1,0.394,0,0,0,1,1,1,950,0,0,0,0
3117,52,10.6,1777.69,autonomo,soltero,universitarios,medio,medio,3,3155.86,11022.42,4659.9,143.75,0.218,1.775,0.081,2,0,0,0,0,0,0.656,0,2,0,1,1,0,950,0,0,0,0
3118,22,5.4,1457.18,jubilado,divorciado,medios,bajo,medio,2,3121.85,4952.44,10929.31,263.4,0.378,2.142,0.181,1,1,0,0,0,1,0.852,0,0,0,1,1,1,878,0,0,0,0
3119,46,11.0,2863.98,asalariado,casado,medios,bajo,medio,5,3982.27,13435.75,7849.19,211.0,0.0,1.39,0.074,0,0,1,0,1,2,0.469,0,0,0,0,1,0,950,0,0,0,0
3120,18,4.2,1600.03,autonomo,soltero,universitarios,medio,medio,3,409.34,3992.22,14955.8,545.28,0.488,0.256,0.341,2,0,0,0,1,0,0.53,1,1,0,0,1,0,870,0,0,0,0
3121,53,21.0,5401.93,asalariado,casado,medios,bajo,alto,1,6728.24,32697.21,15138.56,193.55,0.563,1.246,0.036,0,0,0,0,1,0,1.0,1,0,0,0,1,0,950,0,0,0,0
3122,74,33.4,1836.8,asalariado,soltero,medios,bajo,medio,4,1578.68,6269.86,10417.7,392.71,0.496,0.859,0.214,3,0,0,0,1,0,0.61,0,2,0,0,1,1,950,0,0,0,0
3123,39,15.9,2167.05,asalariado,soltero,medios,bajo,medio,1,4708.02,4097.26,14067.21,330.88,0.459,2.173,0.153,2,0,0,0,2,0,0.639,0,1,1,0,1,0,897,0,0,0,0
3124,60,23.9,2295.77,temporal,casado,postgrado,alto,medio,6,2498.75,14640.24,19478.93,440.22,0.111,1.088,0.192,2,1,0,0,1,0,0.764,0,0,1,0,0,0,950,0,0,0,0
3125,53,12.3,932.77,autonomo,casado,medios,alto,bajo,3,-1003.73,3868.09,8282.94,257.95,0.707,-1.076,0.277,1,1,0,0,1,0,0.545,1,0,0,0,1,0,884,0,0,0,0
3126,39,7.0,2311.98,autonomo,viudo,medios,medio,medio,2,4339.3,8879.81,12332.26,363.48,0.64,1.877,0.157,1,0,0,0,2,1,0.762,0,0,0,0,1,0,877,1,45,0,1
3127,36,8.3,894.83,autonomo,soltero,medios,bajo,bajo,4,1702.18,2598.37,0.0,0.0,0.364,1.902,0.0,3,0,1,0,4,0,0.963,0,0,0,0,1,1,820,0,0,0,0
3128,49,17.3,3317.93,asalariado,soltero,medios,alto,alto,2,6809.91,17033.56,24973.63,878.7,0.422,2.052,0.265,1,0,0,0,0,2,0.737,0,0,1,1,1,1,950,0,0,0,0
3129,44,7.2,1941.28,asalariado,viudo,basicos,medio,medio,4,3482.65,3631.05,11253.22,434.86,0.333,1.794,0.224,2,0,0,0,1,0,0.581,0,0,0,0,1,0,879,0,0,0,0
3130,44,6.2,1434.61,desempleado,casado,medios,alto,medio,1,1414.26,3607.24,4943.54,90.18,0.703,0.986,0.063,1,1,0,0,1,0,1.0,0,0,0,0,1,1,883,0,0,0,0
3131,40,4.3,2710.91,asalariado,casado,universitarios,medio,medio,2,1986.26,7259.14,17268.27,490.54,0.837,0.733,0.181,0,0,0,0,0,1,0.963,0,0,0,0,1,1,883,0,0,0,0
3132,38,11.2,1869.43,autonomo,divorciado,basicos,medio,medio,6,3437.62,6956.0,7626.93,244.19,0.803,1.839,0.131,0,1,1,0,3,1,0.561,0,0,0,0,1,1,885,0,0,0,0
3133,31,2.1,926.62,asalariado,casado,medios,alto,bajo,2,1368.61,3446.65,8372.44,297.4,0.391,1.477,0.321,0,1,1,0,0,3,0.778,0,0,0,0,0,1,727,0,0,0,0
3134,24,4.5,2533.8,autonomo,divorciado,universitarios,bajo,medio,2,4515.6,5292.34,13698.02,443.11,0.535,1.782,0.175,1,0,2,0,1,0,0.485,0,2,0,0,0,0,814,0,0,0,0
3135,41,15.7,2709.58,autonomo,casado,medios,medio,medio,1,3929.29,11752.82,13168.53,419.97,0.528,1.45,0.155,0,0,0,0,4,2,0.564,0,0,1,1,1,1,950,0,0,0,0
3136,46,3.0,2773.52,asalariado,soltero,postgrado,bajo,medio,3,6052.24,3360.23,8771.04,182.2,0.724,2.182,0.066,1,0,0,0,2,1,0.548,0,1,0,0,1,1,912,0,0,0,0
3137,25,2.8,5063.79,temporal,soltero,basicos,bajo,alto,2,7909.85,22149.13,19938.05,534.87,0.372,1.562,0.106,1,1,0,0,4,2,0.772,0,1,0,0,1,0,854,0,0,0,0
3138,33,6.3,1362.37,jubilado,casado,basicos,alto,bajo,2,1504.76,5443.12,9446.34,129.26,0.229,1.105,0.095,0,0,0,0,0,1,0.624,1,0,0,0,1,0,923,0,0,0,0
3139,23,4.7,1070.79,temporal,soltero,medios,medio,bajo,1,3424.21,3240.77,3788.93,53.13,0.791,3.198,0.05,3,0,0,0,4,0,0.632,0,0,0,0,1,1,748,0,0,0,0
3140,51,17.9,1837.49,autonomo,casado,basicos,bajo,medio,5,1324.52,7257.18,14791.11,401.64,0.235,0.721,0.219,0,0,0,0,4,1,0.805,0,2,1,1,1,0,950,0,0,0,0
3141,55,23.5,2205.03,asalariado,soltero,universitarios,alto,medio,3,4201.7,8698.56,6585.83,218.89,0.64,1.906,0.099,0,0,0,0,5,0,0.61,0,0,1,0,1,1,950,0,0,0,0
3142,35,4.7,2677.78,asalariado,casado,postgrado,medio,medio,1,4684.86,11802.13,5615.07,216.51,0.458,1.75,0.081,1,0,0,0,1,1,0.698,1,0,0,0,1,1,920,0,0,0,0
3143,41,12.5,2347.1,desempleado,divorciado,basicos,medio,medio,1,2040.74,11832.74,13182.54,260.1,0.217,0.869,0.111,1,2,2,0,0,2,0.526,0,0,0,0,1,1,763,0,0,0,0
3144,46,18.3,1411.24,jubilado,casado,postgrado,bajo,medio,3,366.14,6594.52,2638.28,50.05,1.0,0.259,0.035,0,0,0,0,1,1,0.976,0,0,0,1,1,0,950,0,0,0,0
3145,39,7.2,1414.05,asalariado,casado,basicos,bajo,medio,1,268.49,7750.14,6822.77,74.86,0.466,0.19,0.053,0,0,1,0,2,1,0.815,1,1,0,1,1,0,823,0,0,0,0
3146,48,11.7,1674.48,autonomo,soltero,universitarios,bajo,medio,6,2447.41,5355.85,6619.99,199.8,0.809,1.462,0.119,0,0,0,0,4,1,0.315,0,0,1,0,0,0,925,0,0,0,0
3147,63,24.1,1506.57,asalariado,casado,basicos,bajo,medio,6,3755.97,3550.25,7044.91,152.34,0.58,2.493,0.101,0,0,0,0,1,0,0.738,0,1,1,1,0,0,950,0,0,0,0
3148,54,6.5,2594.94,asalariado,casado,postgrado,alto,medio,2,-117.72,11998.7,18116.39,598.56,0.373,-0.045,0.231,0,1,0,0,3,1,0.713,1,0,1,0,1,0,873,0,0,0,0
3149,52,8.4,2032.22,jubilado,divorciado,universitarios,bajo,medio,1,2138.81,12312.0,4771.87,166.92,0.842,1.052,0.082,0,0,1,0,3,2,0.766,0,0,1,0,0,0,894,0,0,0,0
3150,64,10.3,1910.02,asalariado,casado,basicos,medio,medio,2,1921.1,11769.82,8908.51,337.89,0.389,1.006,0.177,0,0,0,0,0,2,0.96,1,0,1,1,1,0,950,0,0,0,0
3151,27,3.0,1859.89,asalariado,divorciado,universitarios,alto,medio,5,3368.95,8250.49,6696.12,98.84,0.187,1.811,0.053,2,2,1,0,1,0,0.517,0,0,0,0,1,1,752,0,0,0,0
3152,46,4.7,4580.51,jubilado,casado,medios,bajo,alto,2,842.91,23916.42,30823.25,862.56,0.712,0.184,0.188,1,0,0,0,3,2,0.684,0,0,0,0,1,1,873,0,0,0,0
3153,22,6.1,3741.59,asalariado,divorciado,basicos,bajo,alto,2,3047.81,14520.13,18186.21,437.91,0.702,0.815,0.117,1,0,0,0,6,1,0.642,0,0,0,0,0,0,858,0,0,0,0
3154,63,12.9,1849.0,autonomo,casado,basicos,bajo,medio,4,3107.06,7965.51,1913.85,35.5,0.484,1.68,0.019,0,0,0,0,1,2,0.782,0,1,0,1,0,0,950,0,0,0,0
3155,51,8.3,3394.39,temporal,divorciado,basicos,alto,alto,4,1459.26,8807.35,27694.58,641.85,0.31,0.43,0.189,1,0,0,0,1,1,0.989,0,0,0,1,0,1,904,0,0,0,0
3156,41,7.7,3737.23,asalariado,divorciado,universitarios,medio,alto,2,5214.59,4777.46,31060.35,743.27,0.402,1.395,0.199,2,0,0,0,4,0,0.335,1,0,1,1,1,0,921,0,0,0,0
3157,37,4.6,2695.56,temporal,casado,medios,alto,medio,2,1870.81,10701.09,12005.43,166.44,0.513,0.694,0.062,2,0,0,0,3,0,0.76,0,0,0,1,1,1,888,0,0,0,0
3158,35,11.0,2665.33,autonomo,casado,basicos,medio,medio,1,-2008.93,10177.42,14223.3,371.6,0.196,-0.754,0.139,1,0,0,1,2,0,0.739,0,1,1,1,1,1,869,0,0,0,0
3159,39,7.5,3454.96,asalariado,soltero,universitarios,medio,alto,4,5630.76,2179.6,18678.78,487.38,0.253,1.63,0.141,2,1,0,1,0,0,1.0,0,0,0,0,0,1,905,0,0,0,0
3160,23,5.9,2778.33,asalariado,soltero,basicos,bajo,medio,1,2323.71,13497.18,23619.27,773.63,0.335,0.836,0.278,1,0,0,0,3,0,0.518,0,0,0,0,1,1,806,0,0,0,0
3161,36,7.5,3648.24,asalariado,casado,postgrado,bajo,alto,3,3558.69,11088.34,30194.48,443.48,0.917,0.975,0.122,0,0,0,0,3,1,0.131,0,0,0,0,1,1,850,0,0,0,0
3162,36,0.0,1821.57,autonomo,soltero,basicos,medio,medio,4,2973.22,6415.34,10058.66,357.72,0.342,1.632,0.196,0,0,1,0,3,2,0.716,0,0,1,1,1,1,764,0,0,0,0
3163,32,8.0,3174.42,asalariado,soltero,medios,bajo,alto,1,1209.94,17405.06,25500.2,757.3,0.331,0.381,0.239,0,0,0,0,2,0,0.849,0,2,0,1,1,0,950,0,0,0,0
3164,36,5.0,2327.77,temporal,divorciado,medios,bajo,medio,1,3407.55,1931.09,8847.71,89.38,0.416,1.464,0.038,3,0,0,0,2,2,0.739,0,0,0,0,1,0,776,0,0,0,0
3165,39,4.6,1444.08,temporal,viudo,basicos,medio,medio,3,1119.53,7037.27,402.07,14.5,0.436,0.775,0.01,1,0,1,0,1,1,0.719,0,1,1,0,0,0,800,0,0,0,0
3166,45,12.5,954.91,autonomo,casado,medios,bajo,bajo,4,1740.76,4599.93,3345.4,115.42,0.19,1.823,0.121,0,0,0,0,1,0,0.462,0,0,1,0,1,1,950,0,0,0,0
3167,52,3.3,2089.24,autonomo,divorciado,medios,bajo,medio,6,5300.96,4807.23,9882.76,289.81,0.023,2.537,0.139,0,1,0,0,4,0,0.436,1,0,0,0,1,0,891,0,0,0,0
3168,37,2.6,812.43,asalariado,casado,universitarios,medio,bajo,3,1400.55,3736.91,1507.36,52.3,0.822,1.724,0.064,2,0,0,0,2,0,0.659,1,0,0,0,1,1,876,0,0,0,0
3169,18,2.5,2535.7,autonomo,soltero,medios,bajo,medio,3,3597.53,11563.65,6342.17,123.79,0.687,1.419,0.049,0,0,0,0,1,0,0.679,1,1,0,1,1,0,879,0,0,0,0
3170,39,12.2,3807.83,asalariado,divorciado,basicos,bajo,alto,2,2774.35,10605.63,16591.67,340.85,0.148,0.729,0.09,0,0,0,0,1,0,0.221,0,1,1,1,0,0,950,0,0,0,0
3171,33,0.0,1347.64,asalariado,casado,postgrado,medio,bajo,2,1424.97,4950.33,1026.1,22.84,0.548,1.057,0.017,1,1,0,0,1,1,0.329,0,1,0,1,1,0,845,0,0,0,0
3172,42,19.8,2075.46,temporal,soltero,basicos,bajo,medio,4,3842.51,7339.08,7820.07,85.74,0.725,1.851,0.041,1,0,1,0,1,0,0.532,0,1,0,0,0,0,896,0,0,0,0
3173,24,0.0,2199.68,jubilado,soltero,medios,bajo,medio,6,2264.65,6445.63,2173.15,56.95,0.125,1.03,0.026,2,0,0,0,3,0,0.9,0,0,1,0,1,0,862,0,0,0,0
3174,32,8.4,5561.72,autonomo,soltero,postgrado,bajo,alto,3,5414.84,500.0,20131.06,554.94,0.588,0.974,0.1,0,0,0,0,3,0,0.994,1,1,0,0,1,0,937,0,0,0,0
3175,32,12.1,3199.49,temporal,casado,medios,bajo,alto,2,4941.28,15609.64,28904.52,726.52,0.226,1.544,0.227,0,0,0,0,1,0,0.622,0,1,0,0,0,0,950,0,0,0,0
3176,46,1.4,2157.86,autonomo,soltero,universitarios,bajo,medio,4,2580.75,4418.89,9002.5,316.26,0.286,1.196,0.147,0,0,1,0,0,0,0.664,0,0,0,0,1,0,860,0,0,0,0
3177,32,6.1,2239.39,asalariado,viudo,universitarios,medio,medio,2,530.35,7213.45,10473.15,222.85,0.533,0.237,0.1,1,0,0,0,3,2,0.556,0,0,0,0,1,1,862,0,0,0,0
3178,32,7.4,4776.42,desempleado,soltero,universitarios,medio,alto,1,6488.97,25848.32,38615.66,1127.39,0.468,1.359,0.236,2,0,1,0,2,1,0.814,0,0,0,0,1,1,842,0,0,0,0
3179,38,9.8,2829.51,temporal,casado,medios,bajo,medio,1,3628.12,14928.06,20991.81,755.63,0.466,1.282,0.267,4,0,0,0,5,0,0.532,0,1,1,0,1,0,767,0,0,0,0
3180,45,19.7,2203.17,asalariado,soltero,basicos,bajo,medio,3,4650.85,5402.16,11212.98,239.28,0.686,2.111,0.109,2,0,0,0,4,2,0.679,0,0,0,0,0,1,950,0,0,0,0
3181,32,4.8,1527.63,asalariado,soltero,basicos,medio,medio,3,2980.57,6469.35,9523.3,373.26,0.155,1.951,0.244,2,0,0,0,2,0,0.168,0,1,0,0,1,1,831,0,0,0,0
3182,23,3.2,1943.16,desempleado,soltero,universitarios,bajo,medio,1,1361.93,8310.47,1401.46,54.58,0.425,0.701,0.028,2,1,1,0,5,0,0.942,2,0,0,0,1,0,704,0,0,0,0
3183,30,2.9,1979.72,temporal,casado,basicos,bajo,medio,1,2935.36,5466.71,876.78,28.37,0.585,1.483,0.014,1,0,0,1,1,2,0.371,0,0,0,0,0,0,807,0,0,0,0
3184,41,0.0,3115.06,asalariado,casado,medios,medio,alto,5,3120.5,16854.57,16818.61,457.08,0.548,1.002,0.147,1,1,0,0,3,1,0.631,1,0,1,0,1,0,794,0,0,0,0
3185,45,16.1,1419.13,asalariado,divorciado,medios,bajo,medio,5,284.92,3337.23,9307.82,111.21,0.494,0.201,0.078,1,0,0,0,3,1,0.724,0,0,1,1,1,1,949,0,0,0,0
3186,59,8.8,3481.98,asalariado,soltero,basicos,alto,alto,4,9812.15,14220.56,21093.22,370.43,0.316,2.818,0.106,0,1,0,0,4,1,0.332,0,0,0,0,1,1,819,0,0,0,0
3187,27,5.8,3657.34,temporal,viudo,medios,alto,alto,4,4870.85,4170.39,20248.33,248.36,0.934,1.332,0.068,1,0,0,0,2,0,0.683,0,1,0,1,1,1,950,0,0,0,0
3188,32,4.3,2144.31,asalariado,casado,basicos,bajo,medio,1,4849.78,8450.34,5008.69,110.5,0.09,2.262,0.052,0,0,0,0,3,1,0.62,0,0,0,1,1,1,898,0,0,0,0
3189,51,24.7,1379.36,asalariado,casado,basicos,bajo,bajo,3,1959.26,3125.66,0.0,0.0,0.167,1.42,0.0,1,0,0,0,0,0,0.28,0,0,1,0,1,0,950,0,0,0,0
3190,32,6.9,2016.76,temporal,casado,universitarios,medio,medio,6,3884.92,6700.3,7934.67,140.49,0.152,1.926,0.07,3,0,0,0,0,0,0.765,0,0,0,1,0,1,936,0,0,0,0
3191,46,17.3,3706.78,jubilado,casado,postgrado,medio,alto,4,5167.37,11529.9,24481.08,557.99,0.237,1.394,0.151,2,0,0,0,1,0,0.655,1,0,1,0,1,1,950,0,0,0,0
3192,50,2.1,2358.46,temporal,casado,universitarios,bajo,medio,5,-108.88,5012.08,15006.02,326.34,0.35,-0.046,0.138,2,0,0,0,1,0,0.533,1,0,0,0,1,0,928,0,0,0,0
3193,39,8.9,869.7,asalariado,casado,medios,medio,bajo,2,293.29,4267.42,5345.4,124.57,0.422,0.337,0.143,0,0,0,0,1,2,0.602,0,2,0,0,1,0,950,0,0,0,0
3194,49,4.8,4061.06,autonomo,divorciado,universitarios,bajo,alto,3,6450.87,10455.27,15435.86,605.87,0.67,1.588,0.149,0,0,0,0,1,0,0.371,0,0,1,0,1,1,878,0,0,0,0
3195,61,8.3,1343.38,asalariado,soltero,universitarios,alto,bajo,2,1716.81,4980.09,8182.86,206.43,0.897,1.278,0.154,0,0,1,0,2,0,0.766,0,0,0,0,1,0,860,0,0,0,0
3196,50,12.5,1310.96,temporal,divorciado,medios,medio,bajo,4,2376.8,1622.5,7243.46,90.87,0.43,1.813,0.069,0,0,0,0,1,1,0.428,0,0,0,0,1,0,950,0,0,0,0
3197,49,5.3,1496.24,jubilado,casado,universitarios,medio,medio,3,2822.44,4000.93,2841.03,37.24,0.468,1.886,0.025,0,1,0,0,1,0,0.45,0,0,0,0,1,0,874,0,0,0,0
3198,58,8.1,2721.27,desempleado,soltero,medios,bajo,medio,4,-1864.41,5324.62,14941.54,149.93,0.443,-0.685,0.055,3,0,1,0,4,0,0.481,0,0,1,1,1,1,837,0,0,0,0
3199,57,11.6,1383.05,autonomo,divorciado,basicos,medio,bajo,1,650.56,6421.88,4492.91,179.62,0.335,0.47,0.13,1,0,0,0,2,0,0.706,0,1,0,1,1,1,950,0,0,0,0
3200,60,29.4,1444.33,temporal,soltero,postgrado,bajo,medio,4,1383.59,3829.88,9956.05,134.17,0.173,0.958,0.093,1,0,0,0,2,1,1.0,0,1,0,1,0,0,950,0,0,0,0
3201,36,7.3,5699.55,desempleado,casado,medios,bajo,alto,3,5596.75,6163.38,35241.87,1400.3,0.545,0.982,0.246,2,1,0,0,2,1,0.454,0,0,0,0,1,0,853,0,0,0,0
3202,39,6.5,2011.12,asalariado,soltero,medios,medio,medio,1,3312.28,8331.08,11332.0,408.91,0.0,1.647,0.203,2,2,0,0,0,1,0.639,0,1,0,0,0,0,818,0,0,0,0
3203,34,8.3,779.69,temporal,soltero,universitarios,alto,bajo,2,192.01,4616.64,3012.44,99.67,0.357,0.246,0.128,1,0,0,0,1,0,0.783,0,0,0,0,1,1,892,0,0,0,0
3204,38,3.2,1908.35,asalariado,soltero,basicos,medio,medio,4,1990.59,5042.15,8510.59,111.24,0.22,1.043,0.058,1,0,0,0,0,0,0.291,0,0,0,1,0,0,890,0,0,0,0
3205,26,0.1,1289.17,temporal,casado,universitarios,medio,bajo,4,2448.76,5147.74,11490.72,154.69,0.45,1.899,0.12,3,0,0,0,1,0,0.919,0,0,0,1,1,0,816,0,0,0,0
3206,29,3.9,2348.77,autonomo,casado,universitarios,medio,medio,2,4885.63,6350.94,14756.67,452.42,0.723,2.08,0.193,0,0,0,0,3,1,0.516,0,1,0,0,0,0,883,0,0,0,0
3207,39,11.5,4075.93,temporal,soltero,medios,bajo,alto,5,6962.19,9733.39,4822.2,108.14,0.455,1.708,0.027,1,0,0,0,5,1,0.252,0,0,0,1,1,1,950,0,0,0,0
3208,22,4.3,5697.09,jubilado,viudo,basicos,bajo,alto,2,5783.31,9420.47,41801.45,1103.19,0.065,1.015,0.194,1,1,0,0,1,0,0.44,0,0,0,0,0,1,923,0,0,0,0
3209,34,6.6,1753.11,asalariado,soltero,universitarios,bajo,medio,2,5053.13,5476.68,525.27,19.84,0.445,2.882,0.011,1,2,0,0,3,0,0.407,0,0,0,1,1,0,787,0,0,0,0
3210,28,7.3,2396.41,asalariado,casado,medios,medio,medio,3,2673.67,3320.72,6540.5,186.06,0.433,1.116,0.078,1,0,0,0,1,1,0.413,0,0,0,0,1,0,887,0,0,0,0
3211,52,5.7,5618.24,desempleado,viudo,universitarios,alto,alto,4,-23.27,24095.09,30572.91,808.5,0.402,-0.004,0.144,2,0,0,0,2,1,0.894,0,1,0,1,0,1,878,0,0,0,0
3212,55,9.1,2200.89,asalariado,viudo,postgrado,medio,medio,3,6230.54,9248.64,7804.97,215.59,0.377,2.831,0.098,0,0,0,0,3,2,0.119,0,1,1,1,1,1,950,0,0,0,0
3213,47,3.9,2210.24,autonomo,soltero,basicos,medio,medio,3,1161.49,6258.1,11129.13,116.25,0.083,0.526,0.053,0,0,0,0,1,0,0.469,0,0,1,0,1,1,950,0,0,0,0
3214,50,13.1,1955.35,desempleado,divorciado,medios,medio,medio,2,527.54,3287.71,6761.57,168.45,0.109,0.27,0.086,2,1,1,0,2,1,0.978,0,0,1,0,1,1,843,0,0,0,0
